zip_code,land_use,count,date,permit_type
77449,Unrestricted,1,10/26/2017,Unrestricted
77003,Single Family Residential (Public Street),1,10/26/2017,Residential
77041,Commercial,1,10/26/2017,Commercial
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77098,Single Family Residential (Public Street),1,10/26/2017,Residential
77025,Unrestricted,1,10/26/2017,Unrestricted
77037,Unrestricted,1,10/26/2017,Unrestricted
77038,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77075,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/26/2017,Residential
77053,Unrestricted,1,10/26/2017,Unrestricted
77063,Commercial,1,10/12/2017,Commercial
77004,Unrestricted,1,10/12/2017,Unrestricted
77346,Unrestricted; Lift Station,1,10/12/2017,Unrestricted
77346,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77346,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77346,Single Family Residential (Public Street),1,10/12/2017,Residential
77003,Street Dedication,1,10/12/2017,Other
77043,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77022,"Church, School and Institutional",1,10/12/2017,Other
77433,Single Family Residential (Public Street),1,10/12/2017,Residential
77433,Single Family Residential (Public Street),1,10/12/2017,Residential
77007,Unrestricted,1,10/12/2017,Unrestricted
77407,Unrestricted,1,10/12/2017,Unrestricted
77493,Single Family Residential (Public Street),1,10/12/2017,Residential
77388,Unrestricted,1,10/12/2017,Unrestricted
77018,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77489,Single Family Residential (Public Street),1,10/12/2017,Residential
77098,Unrestricted,1,10/12/2017,Unrestricted
77336,Single Family Residential (Public Street),1,10/12/2017,Residential
77082,Unrestricted,1,10/12/2017,Unrestricted
77018,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77022,Single Family Residential (Public Street),1,10/12/2017,Residential
77055,Compensating Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways); Other,1,10/12/2017,Residential
77020,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77047,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77055,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/12/2017,Residential
77084,Unrestricted,1,10/12/2017,Unrestricted
77063,Commercial,1,10/12/2017,Commercial
77040,Unrestricted,1,10/12/2017,Unrestricted
77388,Street Dedication,1,10/12/2017,Other
77045,Unrestricted,1,10/12/2017,Unrestricted
77016,Unrestricted,1,10/12/2017,Unrestricted
77018,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77075,Single Family Residential (Public Street),1,10/12/2017,Residential
77067,Commercial,1,10/12/2017,Commercial
77007,Commercial,1,10/12/2017,Commercial
77407,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77087,Commercial,1,10/12/2017,Commercial
77386,Single Family Residential (Public Street),1,10/12/2017,Residential
77386,Single Family Residential (Public Street),1,10/12/2017,Residential
77386,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77375,"Water Treatment, Production or Repressurization",1,10/12/2017,Other
77044,Single Family Residential (Public Street),1,10/12/2017,Residential
77059,Commercial,1,10/12/2017,Commercial
77336,Commercial,1,10/12/2017,Commercial
77484,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77011,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77034,Unrestricted,1,10/12/2017,Unrestricted
77375,Commercial,1,10/12/2017,Commercial
77339,Single Family Residential (Public Street),1,10/12/2017,Residential
77339,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77407,General Plan,1,10/12/2017,Other
77024,Single Family Residential (Public Street),1,10/12/2017,Residential
77007,Single Family Residential (Public Street),1,10/12/2017,Residential
77091,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77388,Commercial,1,10/12/2017,Commercial
77006,Unrestricted,1,10/12/2017,Unrestricted
77070,Single Family Residential (Public Street),1,10/12/2017,Residential
77433,Unrestricted,1,10/12/2017,Unrestricted
77009,Single Family Residential (Public Street),1,10/12/2017,Residential
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77004,Unrestricted,1,10/12/2017,Unrestricted
77009,Single Family Residential (Public Street),1,10/12/2017,Residential
77019,Single Family Residential (Public Street),1,10/12/2017,Residential
77016,Unrestricted,1,10/12/2017,Unrestricted
77373,Unrestricted,1,10/12/2017,Unrestricted
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77017,Unrestricted,1,10/12/2017,Unrestricted
77377,Single Family Residential (Public Street),1,10/12/2017,Residential
77090,Commercial,1,10/12/2017,Commercial
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77429,Commercial,1,10/12/2017,Commercial
77377,Commercial,1,10/12/2017,Commercial
77068,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77365,Single Family Residential (Public Street),1,10/12/2017,Residential
77498,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77027,Single Family Residential (Public Street),1,10/12/2017,Residential
77373,Unrestricted,1,10/12/2017,Unrestricted
77040,Commercial,1,10/12/2017,Commercial
77044,General Plan,1,10/12/2017,Other
77007,Commercial,1,10/12/2017,Commercial
77055,Single Family Residential (Public Street),1,10/12/2017,Residential
77598,Unrestricted,1,10/12/2017,Unrestricted
77007,Single Family Residential (Public Street),1,10/12/2017,Residential
77357,Landscape or Open Space; Single Family Residential (Public Street),1,10/12/2017,Residential
77357,Single Family Residential (Public Street),1,10/12/2017,Residential
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77003,Single Family Residential (Public Street),1,10/12/2017,Residential
77493,Single Family Residential (Public Street),1,10/12/2017,Residential
77055,Unrestricted,1,10/12/2017,Unrestricted
77407,Commercial,1,10/12/2017,Commercial
77035,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/12/2017,Residential
77075,Unrestricted,1,10/12/2017,Unrestricted
77007,Single Family Residential (Public Street),1,10/12/2017,Residential
77018,Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77020,Single Family Residential (Public Street),1,10/12/2017,Residential
77020,Single Family Residential (Public Street),1,10/12/2017,Residential
77379,Single Family Residential (PAE 1/PAE 2),1,10/12/2017,Residential
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77057,Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/12/2017,Residential
77075,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,10/12/2017,Residential
77018,Single Family Residential (Shared Driveways); Other,1,10/12/2017,Residential
77380,Unrestricted,1,10/12/2017,Unrestricted
77053,Unrestricted,1,10/12/2017,Unrestricted
77009,Single Family Residential (Public Street),1,11/30/2017,Residential
77088,Other,1,11/30/2017,Other
77026,Unrestricted,1,11/30/2017,Unrestricted
77007,Single Family Residential (Public Street),1,11/30/2017,Residential
77007,Single Family Residential (Public Street),1,11/30/2017,Residential
77089,Single Family Residential (PAE 1/PAE 2),1,11/30/2017,Residential
77080,Compensating Open Space; Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77447,Single Family Residential (Public Street),1,11/30/2017,Residential
77018,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77051,Unrestricted,1,11/30/2017,Unrestricted
77373,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77074,Single Family Residential (Public Street),1,11/30/2017,Residential
77056,Single Family Residential (Public Street),1,11/30/2017,Residential
77450,Unrestricted,1,11/30/2017,Unrestricted
77007,Single Family Residential (Public Street),1,11/30/2017,Residential
77009,Single Family Residential (Public Street),1,11/30/2017,Residential
77336,Single Family Residential (Public Street),1,11/30/2017,Residential
77002,Unrestricted,1,11/30/2017,Unrestricted
77449,Landscape or Open Space; Recreation,1,11/30/2017,Other
77013,Commercial,1,11/30/2017,Commercial
77406,Unrestricted,1,11/30/2017,Unrestricted
77003,Single Family Residential (Public Street),1,11/30/2017,Residential
77011,Single Family Residential (Public Street),1,11/30/2017,Residential
77003,Residential Guest Parking; Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77009,Unrestricted,1,11/30/2017,Unrestricted
77406,Unrestricted,1,11/30/2017,Unrestricted
77386,Drainage or Detention; Single Family Residential (Public Street),1,11/30/2017,Residential
77022,Single Family Residential (Public Street),1,11/30/2017,Residential
77061,Commercial,1,11/30/2017,Commercial
77379,Unrestricted Intended for Multifamily,1,11/30/2017,Unrestricted
77019,Unrestricted,1,11/30/2017,Unrestricted
77054,Unrestricted,1,11/30/2017,Unrestricted
77433,Single Family Residential (Public Street),1,11/30/2017,Residential
77073,Unrestricted,1,11/30/2017,Unrestricted
77493,Other,1,11/30/2017,Other
77406,Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77406,Landscape or Open Space; Single Family Residential (Public Street); Other,1,11/30/2017,Residential
77008,Unrestricted,1,11/30/2017,Unrestricted
77092,Residential Guest Parking; Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77389,Street Dedication,1,11/30/2017,Other
77080,Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,11/30/2017,Residential
77008,Single Family Residential (Public Street),1,11/30/2017,Residential
77498,Unrestricted,1,11/30/2017,Unrestricted
77004,Unrestricted Intended for Multifamily,1,11/30/2017,Unrestricted
77449,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,11/30/2017,Residential
77373,Commercial,1,11/30/2017,Commercial
77007,Unrestricted,1,11/30/2017,Unrestricted
77493,Unrestricted,1,11/30/2017,Unrestricted
77339,Unrestricted,1,11/30/2017,Unrestricted
77007,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77004,Single Family Residential (Public Street),1,11/30/2017,Residential
77060,Single Family Residential (Public Street),1,11/30/2017,Residential
77449,Unrestricted,1,11/30/2017,Unrestricted
77009,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77008,Single Family Residential (Public Street),1,11/30/2017,Residential
77007,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77024,Unrestricted,1,11/30/2017,Unrestricted
77080,Unrestricted,1,11/30/2017,Unrestricted
77377,General Plan,1,11/30/2017,Other
77377,Unrestricted,1,11/30/2017,Unrestricted
77086,Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77098,Single Family Residential (Public Street),1,11/30/2017,Residential
77064,Unrestricted,1,11/30/2017,Unrestricted
77493,General Plan,1,11/30/2017,Other
77493,Unrestricted; Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77045,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,11/30/2017,Residential
77038,Unrestricted,1,11/30/2017,Unrestricted
77090,Unrestricted,1,11/30/2017,Unrestricted
77530,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77530,Single Family Residential (Public Street),1,11/30/2017,Residential
77530,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Other,1,11/30/2017,Residential
77085,Unrestricted,1,11/30/2017,Unrestricted
77077,Single Family Residential (PAE 1/PAE 2),1,11/30/2017,Residential
77023,Single Family Residential (Public Street),1,11/30/2017,Residential
77080,Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,11/30/2017,Residential
77098,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77064,General Plan,1,11/30/2017,Other
77064,Unrestricted,1,11/30/2017,Unrestricted
77365,Single Family Residential (Public Street),1,11/30/2017,Residential
77493,Single Family Residential (Public Street),1,11/30/2017,Residential
77026,Single Family Residential (Public Street),1,11/30/2017,Residential
77093,Single Family Residential (Shared Driveways),1,11/30/2017,Residential
77040,Commercial,1,11/30/2017,Commercial
77406,Single Family Residential (Public Street),1,11/30/2017,Residential
77406,Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77044,Unrestricted,1,11/30/2017,Unrestricted
77044,Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77030,Single Family Residential (Public Street),1,11/30/2017,Residential
77014,Landscape or Open Space; Single Family Residential (Public Street),1,11/30/2017,Residential
77085,General Plan,1,11/30/2017,Other
77447,Single Family Residential (Public Street),1,11/30/2017,Residential
